id,stratifiedNarrative,stratifiedCommaLabel
217,"某工厂生产某种产品5000件，它们来自甲、乙、丙3条不同的生产线．为检查这批产品的质量，决定采用分层抽样的方法进行抽样．若从甲、乙、丙三条生产线抽取的件数之比为1：2：2，则乙生产线生产了（    ）件产品．
","某工厂生产某种产品5000件$，它们来自甲、乙、丙3条不同的生产线．为检查这批产品的质量$，决定采用分层抽样的方法进行抽样．若从甲、乙、丙三条生产线抽取的件数之比为1：2：2#，则乙生产线生产了（    ）件产品．
"
218,某校对全校1000名男女学生进行课外阅读情况调查，采用分层抽样法抽取一个容量为200的样本，已知女生抽了80人，则该校的男生数为______．,某校对全校1000名男女学生进行课外阅读情况调查#，采用分层抽样法抽取一个容量为200的样本#，已知女生抽了80人#，则该校的男生数为______．
219,"某单位共有老、中、青职工430人，其中青年职工160人，中年职工人数是老年职工人数的2倍。为了解职工身体状况，现采用分层抽样方法进行调查，在抽取的样本中有青年职工32人，则该样本中的老年职工人数为[     ]","某单位共有老、中、青职工430人#，其中青年职工160人#，中年职工人数是老年职工人数的2倍。为了解职工身体状况#，现采用分层抽样方法进行调查#，在抽取的样本中有青年职工32人#，则该样本中的老年职工人数为[     ]"
220,东方超市某天进有普通蔬菜和无公害蔬菜若干，现按5%的比例分层抽样，抽取315千克普通蔬菜和45千克无公害蔬菜进行分析，则该超市共有蔬菜______千克．,东方超市某天进有普通蔬菜和无公害蔬菜若干#，现按5%的比例分层抽样#，抽取315千克普通蔬菜和45千克无公害蔬菜进行分析#，则该超市共有蔬菜______千克．
221,"一个单位共有职工200人，其中不超过45岁的有120人，超过45岁的有80人．为了调查职工的健康状况，用分层抽样的方法从全体职工中抽取一个容量为25的样本，应抽取超过45岁的职工（    ）人．","一个单位共有职工200人#，其中不超过45岁的有120人#，超过45岁的有80人．为了调查职工的健康状况#，用分层抽样的方法从全体职工中抽取一个容量为25的样本#，应抽取超过45岁的职工（    ）人．"
222,"某校有学生2000人，其中高三学生500人。为了解学生的身体素质情况，采用按年级分层抽样方法，从该校学生中抽取一个200人的样本，则样本中高三学生的人数为（    ）。","某校有学生2000人#，其中高三学生500人。为了解学生的身体素质情况#，采用按年级分层抽样方法$，从该校学生中抽取一个200人的样本#，则样本中高三学生的人数为（    ）。"
223,甲校有3600名学生，乙校有5400名学生，丙校有1800名学生，为统计三校学生某方面的情况，计划采用分层抽样法，抽取一个样本容量为90人的样本，应在这三校分别抽取学生[   ],甲校有3600名学生#，乙校有5400名学生#，丙校有1800名学生#，为统计三校学生某方面的情况#，计划采用分层抽样法$，抽取一个样本容量为90人的样本#，应在这三校分别抽取学生[   ]
224,"为了解对2010年广州亚运会的满意度，组委会决定采用分层抽样的方法，从700名记者、运动员、裁判中抽取容量为35的一个样本，其中，记者240人，运动员360人，裁判100人，则从上述各类人员中依次抽取的人数分别是[     ]","为了解对2010年广州亚运会的满意度#，组委会决定采用分层抽样的方法$，从700名记者、运动员、裁判中抽取容量为35的一个样本#，其中$，记者240人#，运动员360人#，裁判100人#，则从上述各类人员中依次抽取的人数分别是[     ]"
225,"某学校共有师生2400人，现用分层抽样的方法，从所有师生中抽取一个容量为160的样本，已知从学生中抽取的人数为150，那么该学校的教师人数是（    ）。","某学校共有师生2400人#，现用分层抽样的方法$，从所有师生中抽取一个容量为160的样本#，已知从学生中抽取的人数为150#，那么该学校的教师人数是（    ）。"
226,"某学院A、B、C三个专业共有1200名学生，为了调查这些学生勤工俭学的情况，拟采用分层抽样的方法抽取一个容量为120的样本。已知该学院的A专业有380名学生，B专业有420名学生，则在该学院的C专业应抽取（    ）名学生。","某学院A、B、C三个专业共有1200名学生#，为了调查这些学生勤工俭学的情况#，拟采用分层抽样的方法抽取一个容量为120的样本。已知该学院的A专业有380名学生#，B专业有420名学生#，则在该学院的C专业应抽取（    ）名学生。"
227,"一支田径队有男运动员48人，女运动员36人，若用分层抽样的方法从该队的全体运动员中抽取一个容量为21的样本，则抽取男运动员的人数为（    ）。","一支田径队有男运动员48人#，女运动员36人#，若用分层抽样的方法从该队的全体运动员中抽取一个容量为21的样本#，则抽取男运动员的人数为（    ）。"
228,某工厂生产A、B、C三种不同型号的产品，产品数量这比依次为1600，1600，4800．现用分层抽样的方法抽出一个容量为N的样本，样本中A种型号的产品共有16件，那么此样本的容量N=______件,某工厂生产A、B、C三种不同型号的产品$，产品数量这比依次为1600$，1600$，4800．现用分层抽样的方法抽出一个容量为N的样本#，样本中A种型号的产品共有16件#，那么此样本的容量N=______件
229,"某市有大型超市200家、中型超市400家、小型超市1400 家。为掌握各类超市的营业情况，现按分层抽样方法抽取一个容量为100的样本，应抽取中型超市（    ）家。","某市有大型超市200家、中型超市400家、小型超市1400 家。为掌握各类超市的营业情况#，现按分层抽样方法抽取一个容量为100的样本#，应抽取中型超市（    ）家。"
230,"某大学共有学生5600人，其中专科生1300人、本科生3000人、研究生1300人，现采用分层抽样的方法调查学生利用因特网查找学习资料的情况，抽取的样本为280人，则在专科生、本科生与研究生这三类学生中分别抽取的人数为（  ）。","某大学共有学生5600人#，其中专科生1300人、本科生3000人、研究生1300人#，现采用分层抽样的方法调查学生利用因特网查找学习资料的情况$，抽取的样本为280人#，则在专科生、本科生与研究生这三类学生中分别抽取的人数为（  ）。"
231,某单位有老年人27人，中年人54人，青年人81人，为了调查他们的身体状况的某项指标，采用分层抽样从他们中间抽取样本，若从老年人中抽取人数是6人，则抽取的样本的人数是______．,某单位有老年人27人#，中年人54人#，青年人81人#，为了调查他们的身体状况的某项指标#，采用分层抽样从他们中间抽取样本#，若从老年人中抽取人数是6人#，则抽取的样本的人数是______．
232,"某商场有四类商品，其中粮食类、植物油类、动物性食品类及果蔬类分别有40种、10种、30种、20种，现从中抽取一个容量为20的样本进行食品安全检测，若采用分层抽样的方法抽取样本，则抽取的植物油类与果蔬类食品种数之和是[  ]","某商场有四类商品#，其中粮食类、植物油类、动物性食品类及果蔬类分别有40种、10种、30种、20种#，现从中抽取一个容量为20的样本进行食品安全检测#，若采用分层抽样的方法抽取样本#，则抽取的植物油类与果蔬类食品种数之和是[  ]"
233,"某学院的A，B，C三个专业共有1200名学生．为了调查这些学生勤工俭学的情况，拟采用分层抽样的方法抽取一个容量为120的样本．已知该学院的A专业有380名学生，B专业有420名学生，则在该学院的C专业应抽取（  ）名学生。","某学院的A$，B$，C三个专业共有1200名学生．为了调查这些学生勤工俭学的情况#，拟采用分层抽样的方法抽取一个容量为120的样本．已知该学院的A专业有380名学生#，B专业有420名学生#，则在该学院的C专业应抽取（  ）名学生。"
234,"某校高一年级有学生x人，高二年级有学生900人，高三年级有学生y人，若采用分层抽样的方法抽一个容量为370人的样本，高一年级抽取120人，高三年级抽取100人，该中学三个年级共有学生[   ]","某校高一年级有学生x人#，高二年级有学生900人#，高三年级有学生y人#，若采用分层抽样的方法抽一个容量为370人的样本#，高一年级抽取120人#，高三年级抽取100人#，该中学三个年级共有学生[   ]"
235,"某校选修乒乓球课程的学生中，高一年级有30名，高二年级有40名，现用分层抽样的方法在这70名学生中抽取一个样本，已知在高一年级的学生中抽取了6名，则在高二年级的学生中应抽取的人数为[ ]","某校选修乒乓球课程的学生中#，高一年级有30名#，高二年级有40名#，现用分层抽样的方法在这70名学生中抽取一个样本#，已知在高一年级的学生中抽取了6名#，则在高二年级的学生中应抽取的人数为[ ]"
236,"﻿某工厂生产A、B、C三种不同型号的产品，产品数量之比依次为2:3:5，现用分层抽样方法抽出一个容量为n的样本，样本中A种型号产品有16件.那么此样本的容量n=         .
","﻿某工厂生产A、B、C三种不同型号的产品#，产品数量之比依次为2:3:5#，现用分层抽样方法抽出一个容量为n的样本#，样本中A种型号产品有16件.那么此样本的容量n=         .
"
237,"﻿某校有老师200人，男学生1200人，女学生1000人.现用分层抽样的方法从所有师生中抽取一个容量为n的样本；已知从女学生中抽取的人数为80人，则n=            . 

","﻿某校有老师200人#，男学生1200人#，女学生1000人.现用分层抽样的方法从所有师生中抽取一个容量为n的样本；已知从女学生中抽取的人数为80人#，则n=            . 

"
238,﻿一工厂生产了某种产品16800件，它们来自甲，乙，丙3条生产线，为检查这批产品的质量，决定采用分层抽样的方法进行抽样，已知甲，乙，丙三条生产线抽取的个体数组成一个等差数列，则乙生产线生产了多少件产品？,﻿一工厂生产了某种产品16800件#，它们来自甲$，乙$，丙3条生产线#，为检查这批产品的质量#，决定采用分层抽样的方法进行抽样#，已知甲$，乙$，丙三条生产线抽取的个体数组成一个等差数列#，则乙生产线生产了多少件产品？
239,﻿某学校共有教师490人，其中不到40岁的有140人，40岁以上的有350人。为了解普通话在该校教师中的推广普及情况，用分层抽样的方法，从全体教师中抽取一个样本容量为70人的样本进行普通话水平测试，其中在不到40岁的教师中应抽取的人数是多少？,﻿某学校共有教师490人#，其中不到40岁的有140人#，40岁以上的有350人。为了解普通话在该校教师中的推广普及情况#，用分层抽样的方法$，从全体教师中抽取一个样本容量为70人的样本进行普通话水平测试#，其中在不到40岁的教师中应抽取的人数是多少？
240,﻿某学校共有师生2400人，现用分层抽样的方法，从所有师生中抽取一个容量为160的样本，已知从学生中抽取的人数为150，那么该学校的教师人数是多少？,﻿某学校共有师生2400人#，现用分层抽样的方法$，从所有师生中抽取一个容量为160的样本#，已知从学生中抽取的人数为150#，那么该学校的教师人数是多少？
241,"﻿甲校有3600名学生，乙校有5400名学生，丙校有1800名学生，为统计三校学生某方面的情况，计划采用分层抽样法，抽取一个容量为90人的样本，应在这三校分别抽取学生（）

","﻿甲校有3600名学生#，乙校有5400名学生#，丙校有1800名学生#，为统计三校学生某方面的情况#，计划采用分层抽样法#，抽取一个容量为90人的样本#，应在这三校分别抽取学生（）

"
242,"﻿某地区有300家商店，其中大型商店有30家，中型商店有75家，小型商店有195家。为了掌握各商店的营业情况，要从中抽取一个容量为20的样本。若采用分层抽样的方法，抽取的中型商店数是（）

","﻿某地区有300家商店#，其中大型商店有30家#，中型商店有75家#，小型商店有195家#。为了掌握各商店的营业情况#，要从中抽取一个容量为20的样本。若采用分层抽样的方法#，抽取的中型商店数是（）

"
243,"﻿某校有学生2000人，其中高三学生500人．为了解学生的身体素质情况，采用按年级分层抽样的方法，从该校学生中抽取一个200人的样本．则样本中高三学生的人数为___________．

","﻿某校有学生2000人#，其中高三学生500人．为了解学生的身体素质情况#，采用按年级分层抽样的方法$，从该校学生中抽取一个200人的样本．则样本中高三学生的人数为___________．

"
244,"﻿某个公司共有1000名员工，下设一些部门，要采用分层抽样方法从全体员工中抽取一个容量为50的样本，已知某部门有200名员工，那么从该部门抽取的员工人数是多少？

","﻿某个公司共有1000名员工#，下设一些部门#，要采用分层抽样方法从全体员工中抽取一个容量为50的样本#，已知某部门有200名员工#，那么从该部门抽取的员工人数是多少？

"
245,"﻿某林场有树苗30000棵，其中松树苗4000棵．为调查树苗的生长情况，采用分层抽样的方法抽取一个容量为150的样本，则样本中松树苗的数量为（    ）

","﻿某林场有树苗30000棵#，其中松树苗4000棵．为调查树苗的生长情况#，采用分层抽样的方法抽取一个容量为150的样本#，则样本中松树苗的数量为（    ）

"
246,"﻿一个单位共有职工200人，其中不超过45岁的有120人，超过45岁的有80人．为了调查职工的健康状况，用分层抽样的方法从全体职工中抽取一个容量为25的样本，应抽取超过45岁的职工多少人？

","﻿一个单位共有职工200人#，其中不超过45岁的有120人#，超过45岁的有80人．为了调查职工的健康状况#，用分层抽样的方法从全体职工中抽取一个容量为25的样本#，应抽取超过45岁的职工多少人？

"
247,"﻿某企业有3个分厂生产同一种电子产品，第一、二、三分厂的产量之比为1：2：1，用分层抽样方法（每个分厂的产品为一层）从3个分厂生产的电子产品中共取100件作使用寿命的测试，由所得的测试结果算得从第一、二、三分厂取出的产品的使用寿命的平均值分别为980h，1020h，1032h，则抽取的100件产品的使用寿命的平均值为多少？
","﻿某企业有3个分厂生产同一种电子产品#，第一、二、三分厂的产量之比为1：2：1#，用分层抽样方法（每个分厂的产品为一层）从3个分厂生产的电子产品中共取100件作使用寿命的测试#，由所得的测试结果算得从第一、二、三分厂取出的产品的使用寿命的平均值分别为980h$，1020h$，1032h#，则抽取的100件产品的使用寿命的平均值为多少？
"
248,"﻿某学院的A，B，C三个专业共有1200名学生，为了调查这些学生勤工俭学的情况，拟采用分层抽样的方法抽取一个容量为120的样本。已知该学院的A专业有380名学生，B专业有420名学生，则在该学院的C专业应抽取____名学生。

","﻿某学院的A$，B$，C三个专业共有1200名学生#，为了调查这些学生勤工俭学的情况#，拟采用分层抽样的方法抽取一个容量为120的样本。已知该学院的A专业有380名学生#，B专业有420名学生#，则在该学院的C专业应抽取____名学生。

"
249,"﻿为了了解某工厂开展群众体育活动的情况，拟采用分层抽样的方法从A，B，C三个区中抽取7个工厂进行调查，已知A，B，C区中分别有18，27，18个工厂。求从A，B，C区中分别抽取的工厂个数。

","﻿为了了解某工厂开展群众体育活动的情况#，拟采用分层抽样的方法从A$，B$，C三个区中抽取7个工厂进行调查#，已知A$，B$，C区中分别有18$，27$，18个工厂。求从A$，B$，C区中分别抽取的工厂个数。

"
250,"﻿一个单位有职工800人，其中具有高级职称的160人，具有中级职称的320人，具有初级职称的200人，其余人员120人.为了解职工收入情况，决定采用分层抽样的方法，从中抽取容量为40的样本.则从上述各层中依次抽取的人数分别是（）

","﻿一个单位有职工800人#，其中具有高级职称的160人#，具有中级职称的320人#，具有初级职称的200人#，其余人员120人.为了解职工收入情况#，决定采用分层抽样的方法$，从中抽取容量为40的样本.则从上述各层中依次抽取的人数分别是（）

"
251,"﻿某社区对居民进行上海世博会知晓情况的分层抽样调查。已知该社区的青年人、中年人和老年人分别有800人、1600人、1400人。若在老年人中的抽样人数是70，则在中年人中的抽样人数应该是多少？
","﻿某社区对居民进行上海世博会知晓情况的分层抽样调查。已知该社区的青年人、中年人和老年人分别有800人、1600人、1400人。若在老年人中的抽样人数是70#，则在中年人中的抽样人数应该是多少？
"
252,"﻿某单位有职工750人，其中青年职工350人，中年职工250人，老年职工150人，为了了解该单位职工的健康情况，用分层抽样的方法从中抽取样本. 若样本中的青年职工为7人，则样本容量为（）

","﻿某单位有职工750人#，其中青年职工350人#，中年职工250人#，老年职工150人#，为了了解该单位职工的健康情况#，用分层抽样的方法从中抽取样本. 若样本中的青年职工为7人#，则样本容量为（）

"
253,﻿某校选修乒乓球课程的学生中，高一年级有30名，高二年级有40名。现用分层抽样的方法在这70名学生中抽取一个样本，已知在高一年级的学生中抽取了6名，则在高二年级的学生中应抽取的人数为（）,﻿某校选修乒乓球课程的学生中#，高一年级有30名#，高二年级有40名。现用分层抽样的方法在这70名学生中抽取一个样本#，已知在高一年级的学生中抽取了6名#，则在高二年级的学生中应抽取的人数为（）
254,"﻿某高校甲、乙、丙、丁四个专业分别有150、150、400、300名学生，为了解学生的就业倾向，用分层抽样的方法从该校这四个专业共抽取40名学生进行调查，应在丙专业抽取的学生人数为多少？

","﻿某高校甲、乙、丙、丁四个专业分别有150、150、400、300名学生#，为了解学生的就业倾向#，用分层抽样的方法从该校这四个专业共抽取40名学生进行调查#，应在丙专业抽取的学生人数为多少？

"
255,"﻿某市有大型超市200家、中型超市400家、小型超市1400家。为掌握各类超市的营业情况，现按分层抽样方法抽取一个容量为100的样本，应抽取中型超市__________家。
","﻿某市有大型超市200家、中型超市400家、小型超市1400家。为掌握各类超市的营业情况#，现按分层抽样方法抽取一个容量为100的样本#，应抽取中型超市__________家。
"
256,"﻿一支田径队有男运动员48人，女运动员36人，若用分层抽样的方法从该队的全体运动员中抽取一个容量为21的样本，则抽取男运动员的人数为___________
","﻿一支田径队有男运动员48人#，女运动员36人#，若用分层抽样的方法从该队的全体运动员中抽取一个容量为21的样本#，则抽取男运动员的人数为___________
"
257,"﻿某学校高一、高二、高三年级的学生人数之比为3:3:4，现用分层抽样的方法从该校高中三个年级的学生中抽取容量为50的样本，则应从高二年级抽取多少名学生？

","﻿某学校高一、高二、高三年级的学生人数之比为3:3:4#，现用分层抽样的方法从该校高中三个年级的学生中抽取容量为50的样本#，则应从高二年级抽取多少名学生？

"
258,"﻿某工厂甲、乙、丙三个车间生产了同一种产品，数量分别为120件，80件，60件。为了解它们的产品质量是否存在显著差异，用分层抽样方法抽取了一个容量为n的样本进行调查，其中从丙车间的产品中抽取了3件，则n=（）
","﻿某工厂甲、乙、丙三个车间生产了同一种产品#，数量分别为120件$，80件$，60件。为了解它们的产品质量是否存在显著差异#，用分层抽样方法抽取了一个容量为n的样本进行调查#，其中从丙车间的产品中抽取了3件#，则n=（）
"
259,"﻿某高校共有15000人，其中男生10500人，女生4500人，为调查该校学生每周平均体育运动时间的情况，采用分层抽样的方法，收集300位学生每周平均体育运动时间的样本数据（单位:小时），应收集多少位女生样本数据？


","﻿某高校共有15000人#，其中男生10500人#，女生4500人#，为调查该校学生每周平均体育运动时间的情况#，采用分层抽样的方法$，收集300位学生每周平均体育运动时间的样本数据（单位:小时）#，应收集多少位女生样本数据？


"
260,"﻿甲、乙两套设备生产的同类型产品共4800件，采用分层抽样的方法从中抽取一个容量为80的样本进行质量检测. 若样本中有50件产品由甲设备生产，则乙设备生产的产品总数为多少件？

","﻿甲、乙两套设备生产的同类型产品共4800件#，采用分层抽样的方法从中抽取一个容量为80的样本进行质量检测. 若样本中有50件产品由甲设备生产#，则乙设备生产的产品总数为多少件？

"
261,"﻿某校高一、高二、高三分别有学生1600名、1200名、800名，为了解该校高中学生的牙齿健康状况，按各年级的学生数进行分层抽样，若高三抽取20名学生，则高一、高二共抽取的学生数为多少？

","﻿某校高一、高二、高三分别有学生1600名、1200名、800名#，为了解该校高中学生的牙齿健康状况#，按各年级的学生数进行分层抽样#，若高三抽取20名学生#，则高一、高二共抽取的学生数为多少？

"
262,"﻿某大学为了解在校本科生对参加某项社会实践活动的意向，拟采用分层抽样的方法，从该校四个年级的本科生中抽取一个容量为300的样本进行调查.已知该校一年级、二年级、三年级、四年级的本科生人数之比为4：5：5：6，则应从一年级本科生中抽取_______名学生.

","﻿某大学为了解在校本科生对参加某项社会实践活动的意向#，拟采用分层抽样的方法$，从该校四个年级的本科生中抽取一个容量为300的样本进行调查.已知该校一年级、二年级、三年级、四年级的本科生人数之比为4：5：5：6#，则应从一年级本科生中抽取_______名学生.

"
263,"﻿某中学有高中生3500人，初中生1500人，为了解学生的学习情况，用分层抽样的方法从该校学生中抽取一个容量为n的样本，已知从高中生中抽取70人，则n为（   ）

","﻿某中学有高中生3500人#，初中生1500人#，为了解学生的学习情况#，用分层抽样的方法从该校学生中抽取一个容量为n的样本#，已知从高中生中抽取70人#，则n为（   ）

"
